id,post_date,reporting_date,country_code,author_id,overall_sentiment,brand,model,variant,ownership_status,vehicle_id,id-3,feedback_sentiment,feedback_subcategory
620359,18/12/2024,23/12/2024,UK,264916,,Tesla,Model Y,,Owner,17,154709,Negative,Handling/Driving Experience
620359,18/12/2024,23/12/2024,UK,264916,,Tesla,Model Y,,Owner,17,154710,Negative,Quality
620359,18/12/2024,23/12/2024,UK,264916,,Tesla,Model Y,,Owner,17,154711,Positive,Charging Experience
640425,22/12/2024,23/12/2024,US,6511,,Tesla,Model Y,,Not an Owner,17,157802,Neutral,Safety & Security
681688,12/01/2025,13/01/2025,UNSURE,296636,,Tesla,Model 3,,Owner,18,166987,Negative,Product Concern/Query
620359,18/12/2024,23/12/2024,UK,264916,,Tesla,Model Y,,Owner,17,154712,Neutral,OTA Update
620406,29/12/2024,30/12/2024,DE,13025,,Skoda,Enyaq,,Not an Owner,5,154824,Neutral,Test Drive
646678,26/10/2024,28/10/2024,DE,11930,,Tesla,Model Y,,Owner,17,160180,Negative,Autonomy/Range
646678,26/10/2024,28/10/2024,DE,11930,,Tesla,Model Y,,Owner,17,160181,Negative,Charging Experience
646683,26/10/2024,28/10/2024,DE,11930,,Tesla,Model Y,Long Range,Owner,17,160186,Negative,Autonomy/Range
646683,26/10/2024,28/10/2024,DE,11930,,Tesla,Model Y,Long Range,Owner,17,160187,Negative,Product Concern/Query
646684,26/10/2024,28/10/2024,CZ,279243,,Tesla,Model 3,,Owner,18,160188,Positive,Autonomy/Range
620253,28/12/2024,30/12/2024,DE,264870,,Skoda,Enyaq,,Showing Interest,5,154494,Neutral,Quality
620257,28/12/2024,30/12/2024,SE,264872,,Skoda,Enyaq,,Owner,5,154509,Positive,Overall Satisfaction With the Car
639582,01/01/2025,06/01/2025,SE,7439,,Tesla,Model 3,,Showing Interest,18,156655,Neutral,Test Drive
639582,01/01/2025,06/01/2025,SE,7439,,Tesla,Model 3,,Showing Interest,18,156656,Neutral,Product Concern/Query
647201,20/09/2024,23/09/2024,IE,279487,,Tesla,Model Y,,Showing Interest,17,161883,Neutral,Test Drive
640096,24/12/2024,30/12/2024,UNSURE,18619,,Tesla,Model 3,,Owner,18,161079,Neutral,Autonomy/Range
681688,12/01/2025,13/01/2025,UNSURE,296636,,Tesla,Model 3,,Owner,18,166988,Negative,Satisfaction With Handover
681704,12/01/2025,13/01/2025,UNSURE,296636,,Tesla,Model 3,,Owner,18,166995,Negative,Satisfaction With Handover
681704,12/01/2025,13/01/2025,UNSURE,296636,,Tesla,Model 3,,Owner,18,166996,Negative,Battery
621328,22/12/2024,23/12/2024,UK,7098,,Skoda,Enyaq,,Showing Interest,5,169145,Neutral,Test Drive
626161,03/01/2025,06/01/2025,UNSURE,5308,,Tesla,Model Y,,Showing Interest,17,172202,Negative,Overall Disappointment with the Brand
648687,28/07/2024,29/07/2024,SE,5308,,Tesla,Model Y,,Not an Owner,17,164805,Negative,Overall Disappointment with the Brand
1911889,10/03/2025,17/03/2025,FR,765150,Negative,Tesla,Model Y,nan,Pre-Ownership,17,1234586,Negative,Communication from Brand
640096,24/12/2024,30/12/2024,UNSURE,18619,,Tesla,Model 3,,Owner,18,161080,Positive,Overall Satisfaction With the Car
650712,22/12/2024,23/12/2024,UK,265449,,Skoda,Enyaq,EV,Owner,5,171880,Positive,Overall Satisfaction With the Car
650712,22/12/2024,23/12/2024,UK,265449,,Skoda,Enyaq,EV,Owner,5,171881,Positive,Quality
650712,22/12/2024,23/12/2024,UK,265449,,Skoda,Enyaq,EV,Owner,5,171882,Positive,Interior Design
668053,23/10/2024,28/10/2024,DE,12066,Neutral,Skoda,Enyaq,,Not an Owner,5,149088,Neutral,Test Drive
668053,23/10/2024,28/10/2024,DE,12066,Neutral,Skoda,Enyaq,,Not an Owner,5,149089,Neutral,Equipment/Specifications
646684,26/10/2024,28/10/2024,CZ,279243,,Tesla,Model 3,,Owner,18,160189,Positive,Charging Experience
1899491,14/03/2025,17/03/2025,IT,762838,Negative,Tesla,Model 3,Highland,Owner,18,1216526,Negative,Product Concern/Query
1899491,14/03/2025,17/03/2025,IT,762838,Negative,Tesla,Model 3,Highland,Owner,18,1246333,Negative,Driving Technologies
1899420,10/03/2025,17/03/2025,IT,301045,Neutral,Tesla,Model Y,nan,Owner,17,1231858,Neutral,Equipment/Specifications
1909069,10/03/2025,17/03/2025,FR,454794,Positive,Tesla,Model 3,nan,Owner,18,1221262,Positive,Charging Experience
1904984,15/03/2025,17/03/2025,FR,443046,Negative,Tesla,Model 3,Highland,Owner,18,1226631,Negative,Switching to Another Vehicle
1908394,10/03/2025,17/03/2025,FR,645920,Neutral,Tesla,Model Y,nan,Owner,17,1229579,Negative,Handling/Driving Experience
1915051,16/03/2025,17/03/2025,DE,620710,Neutral,Skoda,Enyaq,nan,Owner,5,1235917,Neutral,Range
1915268,10/03/2025,17/03/2025,DE,443376,Neutral,Skoda,Enyaq,nan,Owner,5,1245523,Neutral,OTA Update
1915150,13/03/2025,17/03/2025,DE,626306,Negative,Skoda,Enyaq,nan,Owner,5,1224262,Negative,Product Concern/Query
1742334,26/02/2025,03/03/2025,DE,661990,Neutral,Skoda,Enyaq,nan,Owner,5,1101819,Neutral,PAAK
1743509,28/02/2025,03/03/2025,DE,21,Neutral,Skoda,Enyaq,80x,Owner,5,1114801,Neutral,Range
1743243,02/03/2025,03/03/2025,DE,481,Positive,Skoda,Enyaq,nan,Owner,5,1107443,Neutral,Product Concern/Query
1908394,10/03/2025,17/03/2025,FR,645920,Neutral,Tesla,Model Y,nan,Owner,17,1229581,Neutral,Equipment/Specifications
1908394,10/03/2025,17/03/2025,FR,645920,Neutral,Tesla,Model Y,nan,Owner,17,1229580,Negative,Exterior Design
1909803,12/03/2025,17/03/2025,FR,530429,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,1245952,Neutral,Interior Design
1914800,12/03/2025,17/03/2025,DE,637,Neutral,Skoda,Enyaq,80,Owner,5,1242669,Neutral,Resale Value
1914499,14/03/2025,17/03/2025,DE,481,Negative,Skoda,Enyaq,nan,Owner,5,1245525,Negative,OTA Update
1914563,16/03/2025,17/03/2025,DE,4549,Negative,Skoda,Enyaq,nan,Owner,5,1223619,Negative,Charging Experience
1743664,25/02/2025,03/03/2025,DE,576347,Neutral,Skoda,Enyaq,nan,Owner,5,1113229,Neutral,12V Battery
1743590,28/02/2025,03/03/2025,DE,707785,Neutral,Skoda,Enyaq,85 Sportline,Owner,5,1102158,Negative,Charging Experience
506959,04/01/2025,06/01/2025,NO,5027,Neutral,Skoda,Enyaq,nan,Not an Owner,5,90144,Negative,Quality
1741166,24/02/2025,03/03/2025,DE,410058,Negative,Skoda,Enyaq,nan,Owner,5,1094952,Negative,Equipment/Specifications
507594,06/01/2025,13/01/2025,ES,176493,Neutral,Tesla,Model Y,,Pre-Ownership,17,220781,Neutral,Delivery Timings
668053,23/10/2024,28/10/2024,DE,12066,Neutral,Skoda,Enyaq,,Not an Owner,5,149090,Neutral,Infotainment
1913259,15/03/2025,17/03/2025,FR,765491,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,1226787,Neutral,Order Status
1743684,24/02/2025,03/03/2025,DE,153,Neutral,Skoda,Enyaq,nan,Owner,5,1102169,Negative,Product Concern/Query
1743781,02/03/2025,03/03/2025,DE,657,Neutral,Skoda,Enyaq,nan,Owner,5,1110523,Neutral,Equipment/Specifications
1743722,26/02/2025,03/03/2025,DE,626306,Neutral,Skoda,Enyaq,nan,Owner,5,1104538,Negative,Accessories
551954,27/12/2024,30/12/2024,DE,63,Neutral,Skoda,Enyaq,NULL,Owner,5,220235,Negative,OEM Apps
552026,10/01/2025,13/01/2025,DE,154,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,220252,Neutral,Quality
552028,10/01/2025,13/01/2025,DE,196593,Neutral,Skoda,Enyaq,NULL,Owner,5,220253,Neutral,Overall Satisfaction With the Car
507654,08/01/2025,13/01/2025,ES,176516,Neutral,Tesla,Model Y,,Not an Owner,17,221601,Negative,Overall Disappointment with the Brand
1715663,27/02/2025,03/03/2025,UK,342583,Negative,Tesla,Model 3,nan,Owner,18,1104834,Negative,Overall Satisfaction with the Brand
1715663,27/02/2025,03/03/2025,UK,342583,Negative,Tesla,Model 3,nan,Owner,18,1116000,Negative,OTA Update
640884,23/12/2024,30/12/2024,US,6571,,Tesla,Model Y,,Owner,17,186960,Positive,Overall Satisfaction With the Car
640884,23/12/2024,30/12/2024,US,6571,,Tesla,Model Y,,Owner,17,186961,Negative,Overall Disappointment with the Brand
552152,09/01/2025,13/01/2025,DE,196630,Negative,Skoda,Enyaq,NULL,Owner,5,220275,Neutral,OEM Apps
552155,09/01/2025,13/01/2025,DE,657,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,220277,Neutral,Infotainment
552156,09/01/2025,13/01/2025,DE,196631,Neutral,Skoda,Enyaq,NULL,Owner,5,220278,Neutral,Infotainment
552168,09/01/2025,13/01/2025,CH,458,Neutral,Skoda,Enyaq,NULL,Owner,5,220279,Neutral,OTA Update
552189,04/01/2025,06/01/2025,DE,261,Neutral,Skoda,Enyaq,NULL,Owner,5,220283,Negative,Charging Experience
690864,10/01/2025,13/01/2025,ES,299532,Neutral,Tesla,Model 3,,Showing Interest,18,226087,Neutral,Autonomy/Range
690864,10/01/2025,13/01/2025,ES,299532,Neutral,Tesla,Model 3,,Showing Interest,18,226088,Neutral,Quality
690864,10/01/2025,13/01/2025,ES,299532,Neutral,Tesla,Model Y,,Not an Owner,17,226089,Neutral,Quality
721477,12/01/2025,13/01/2025,ES,177231,Neutral,Tesla,Model 3,,Owner,18,226763,Positive,Brand/Product Pride
721809,07/01/2025,13/01/2025,ES,176492,Positive,Tesla,Model Y,,Showing Interest,17,226834,Neutral,Test Drive
552145,05/12/2024,09/12/2024,DE,427,Neutral,Skoda,Enyaq,NULL,Owner,5,220271,Neutral,PAAK
552187,03/01/2025,06/01/2025,DE,196580,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,221053,Negative,Charging Experience
552015,11/01/2025,13/01/2025,DE,427,Neutral,Skoda,Enyaq,NULL,Owner,5,221160,Neutral,Product Concern/Query
713723,12/01/2025,13/01/2025,IT,301081,Neutral,Tesla,Model 3,,Showing Interest,18,225851,Neutral,Product Concern/Query
713727,12/01/2025,13/01/2025,IT,301001,Neutral,Tesla,Model 3,,Not an Owner,18,225855,Neutral,Battery
713869,11/01/2025,13/01/2025,IT,300919,Positive,Tesla,Model 3,LR,Owner,18,225873,Positive,Aftersales (Dealer)
713944,10/01/2025,13/01/2025,IT,301056,Neutral,Tesla,Model 3,,Showing Interest,18,225948,Positive,Quality
713944,10/01/2025,13/01/2025,IT,301056,Neutral,Tesla,Model 3,,Showing Interest,18,225949,Neutral,Exterior Design
713944,10/01/2025,13/01/2025,IT,301056,Neutral,Tesla,Model Y,,Not an Owner,17,225950,Positive,Quality
713944,10/01/2025,13/01/2025,IT,301056,Neutral,Tesla,Model Y,,Not an Owner,17,225951,Neutral,Exterior Design
690952,10/01/2025,13/01/2025,ES,177326,Neutral,Tesla,Model 3,,Pre-Ownership,18,227650,Neutral,Test Drive
552267,08/01/2025,13/01/2025,DE,154,Neutral,Skoda,Enyaq,NULL,Owner,5,220292,Neutral,Product Concern/Query
552287,06/01/2025,13/01/2025,DE,196630,Neutral,Skoda,Enyaq,NULL,Owner,5,220300,Neutral,Charging Infrastructure
508320,03/01/2025,06/01/2025,US,176609,Negative,Tesla,Model 3,,Not an Owner,18,221716,Negative,Overall Disappointment with the Brand
508320,03/01/2025,06/01/2025,US,176609,Negative,Tesla,Model Y,,Not an Owner,17,221717,Negative,Overall Disappointment with the Brand
716402,11/01/2025,13/01/2025,UNSURE,176506,Neutral,Tesla,Model Y,,Showing Interest,17,226261,Neutral,Order Status
716428,12/01/2025,13/01/2025,NO,176491,Neutral,Tesla,Model Y,,Not an Owner,17,226284,Neutral,Communication From Brand
716442,12/01/2025,13/01/2025,ES,176494,Negative,Tesla,Model Y,,Showing Interest,17,226287,Neutral,Communication With Dealer
690851,10/01/2025,13/01/2025,HK,176527,Neutral,Tesla,Model Y,,Not an Owner,17,227582,Neutral,Autonomy/Range
690851,10/01/2025,13/01/2025,HK,176527,Neutral,Tesla,Model Y,,Not an Owner,17,227583,Neutral,Charging Experience
690861,10/01/2025,13/01/2025,ES,299532,Neutral,Tesla,Model 3,,Not an Owner,18,227597,Neutral,Exterior Design
690952,10/01/2025,13/01/2025,ES,177326,Neutral,Tesla,Model Y,,Pre-Ownership,17,227651,Neutral,Test Drive
690957,10/01/2025,13/01/2025,UNSURE,176523,Neutral,Tesla,Model 3,,Showing Interest,18,227657,Neutral,Product Concern/Query
707521,05/01/2025,06/01/2025,UNSURE,300357,Neutral,Tesla,Model Y,,Pre-Ownership,17,222470,Neutral,Quality
707521,05/01/2025,06/01/2025,UNSURE,300357,Neutral,Tesla,Model Y,,Pre-Ownership,17,222471,Neutral,Handling/Driving Experience
711364,05/01/2025,06/01/2025,IT,301050,Neutral,Tesla,Model 3,,Showing Interest,18,224491,Neutral,Accessories
711377,07/01/2025,13/01/2025,IT,301056,Neutral,Tesla,Model 3,LR AWD,Owner,18,224506,Neutral,Tyres
690861,10/01/2025,13/01/2025,ES,299532,Neutral,Tesla,Model Y,,Not an Owner,17,227598,Neutral,Exterior Design
701381,04/01/2025,06/01/2025,UNSURE,194900,Negative,Tesla,Model 3,LR AWD,Owner,18,228503,Negative,Quality
701381,04/01/2025,06/01/2025,UNSURE,194900,Negative,Tesla,Model 3,LR AWD,Owner,18,228504,Negative,Handling/Driving Experience
701420,03/01/2025,06/01/2025,FR,300143,Negative,Tesla,Model Y,,Not an Owner,17,228550,Negative,Quality
701420,03/01/2025,06/01/2025,FR,300143,Negative,Tesla,Model Y,,Not an Owner,17,228549,Negative,Overall Disappointment with the Brand
701420,03/01/2025,06/01/2025,FR,300143,Negative,Tesla,Model 3,,Not an Owner,18,228552,Negative,Quality
701420,03/01/2025,06/01/2025,FR,300143,Negative,Tesla,Model 3,,Not an Owner,18,228551,Negative,Overall Disappointment with the Brand
721491,12/01/2025,13/01/2025,UNSURE,301347,Neutral,Tesla,Model 3,,Not an Owner,18,225483,Neutral,Overall Satisfaction With the Car
707091,10/01/2025,13/01/2025,ES,188377,Neutral,Tesla,Model Y,,Showing Interest,17,225605,Neutral,Exterior Design
711413,02/01/2025,06/01/2025,IT,301071,Positive,Tesla,Model 3,,Pre-Ownership,18,224541,Neutral,Test Drive
711413,02/01/2025,06/01/2025,IT,301071,Positive,Tesla,Model 3,,Pre-Ownership,18,224542,Neutral,Autonomy/Range
711413,02/01/2025,06/01/2025,IT,301071,Positive,Tesla,Model 3,,Pre-Ownership,18,224543,Neutral,Quality
711413,02/01/2025,06/01/2025,IT,301071,Positive,Tesla,Model 3,,Pre-Ownership,18,224544,Neutral,Aftersales (OEM App Support)
711413,02/01/2025,06/01/2025,IT,301071,Positive,Tesla,Model 3,,Pre-Ownership,18,224545,Neutral,Price
711453,08/01/2025,13/01/2025,IT,301084,Neutral,Tesla,Model 3,,Not an Owner,18,224589,Negative,Switching to Another Brand
711504,01/01/2025,06/01/2025,IT,301099,Positive,Tesla,Model Y,RWD,Owner,17,224636,Positive,Overall Satisfaction With the Car
680488,12/01/2025,13/01/2025,IE,13186,Neutral,Tesla,Model 3,standard range,Owner,18,212395,Neutral,Test Drive
680488,12/01/2025,13/01/2025,IE,13186,Neutral,Tesla,Model 3,standard range,Owner,18,212396,Neutral,Battery
678093,28/12/2024,30/12/2024,AU,294834,,Tesla,Model Y,,Not an Owner,17,163534,Negative,Overall Disappointment with the Brand
726408,02/01/2025,06/01/2025,UNSURE,1942,Neutral,Tesla,Model Y,,Not an Owner,17,230208,Neutral,Quality
552044,18/12/2024,23/12/2024,DE,4533,Neutral,Skoda,Enyaq,,Owner,5,144645,Neutral,Charging Experience
552035,09/01/2025,13/01/2025,DE,196597,Neutral,Skoda,Enyaq,80 iV,Showing Interest,5,99202,Neutral,Product Concern/Query
552099,02/12/2024,09/12/2024,DE,427,Positive,Skoda,Enyaq,,Owner,5,99231,Positive,OEM Apps
641281,15/12/2024,16/12/2024,UNSURE,18774,Neutral,Tesla,Model 3,,Owner,18,212276,Neutral,Quality
641281,15/12/2024,16/12/2024,UNSURE,18774,Neutral,Tesla,Model 3,,Owner,18,212277,Neutral,Handling/Driving Experience
627799,08/01/2025,13/01/2025,DE,13767,Neutral,Tesla,Model Y,,Owner,17,212463,Neutral,Charging Experience
627799,08/01/2025,13/01/2025,DE,13767,Neutral,Tesla,Model Y,,Owner,17,212464,Neutral,Quality
552128,12/01/2025,13/01/2025,DE,4528,Negative,Skoda,Enyaq,NULL,Not an Owner,5,221085,Neutral,Infotainment
713723,12/01/2025,13/01/2025,IT,301081,Neutral,Tesla,Model 3,,Showing Interest,18,225852,Neutral,Battery
624743,06/01/2025,13/01/2025,UNSURE,267905,,Tesla,Model Y,,Owner,17,183136,Negative,Product Concern/Query
550000,09/01/2025,13/01/2025,UNSURE,195222,Negative,Tesla,Model 3,,Pre-Ownership,18,120688,Positive,Switching to Another Brand
701368,05/01/2025,06/01/2025,UNSURE,300150,Neutral,Skoda,Enyaq,,Pre-Ownership,5,228490,Neutral,Quality
707124,11/01/2025,13/01/2025,ES,299544,Negative,Tesla,Model Y,,Showing Interest,17,222123,Negative,Ordering Process
707132,11/01/2025,13/01/2025,ES,508,Neutral,Tesla,Model Y,Juniper,Not an Owner,17,222135,Neutral,Product Concern/Query
709373,06/01/2025,13/01/2025,IT,300854,Positive,Tesla,Model Y,,Owner,17,223723,Positive,Overall Satisfaction With the Car
552118,02/01/2025,06/01/2025,DE,4462,Negative,Skoda,Enyaq,,Owner,5,107950,Negative,Product Concern/Query
552212,16/12/2024,23/12/2024,DE,4491,Neutral,Skoda,Enyaq,85x,Not an Owner,5,144403,Neutral,Handling/Driving Experience
646824,08/10/2024,14/10/2024,NL,279314,,Tesla,Model 3,,Showing Interest,18,160442,Neutral,Test Drive
707117,11/01/2025,13/01/2025,ES,176491,Neutral,Tesla,Model Y,,Showing Interest,17,222112,Neutral,Test Drive
507076,03/01/2025,06/01/2025,FR,98,Positive,Skoda,Enyaq,nan,Owner,5,90261,Positive,Quality
507077,03/01/2025,06/01/2025,NL,116,Neutral,Skoda,Enyaq,nan,Showing Interest,5,90262,Negative,Quality
507077,03/01/2025,06/01/2025,NL,116,Neutral,Skoda,Enyaq,nan,Showing Interest,5,90263,Negative,Interior Design
551890,11/01/2025,13/01/2025,DE,196528,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,144348,Negative,Quality
551890,11/01/2025,13/01/2025,DE,196528,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,144349,Neutral,Product Concern/Query
551925,09/01/2025,13/01/2025,DE,4511,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,144428,Neutral,Product Concern/Query
551935,26/12/2024,30/12/2024,DE,4455,Neutral,Skoda,Enyaq,NULL,Showing Interest,5,144461,Positive,Autonomy/Range
627811,06/01/2025,13/01/2025,DE,12664,Positive,Tesla,Model Y,,Not an Owner,17,218535,Positive,Autonomy/Range
627811,06/01/2025,13/01/2025,DE,12664,Positive,Tesla,Model Y,,Not an Owner,17,218536,Positive,Infotainment
627855,07/01/2025,13/01/2025,DE,269771,Neutral,Tesla,Model Y,,Showing Interest,17,218679,Neutral,Test Drive
708603,08/01/2025,13/01/2025,UNSURE,300052,Negative,Tesla,Model Y,,Not an Owner,17,225494,Positive,Quality
527560,10/01/2025,13/01/2025,UK,90,Negative,Tesla,Model Y,nan,Not an Owner,17,145132,Negative,Quality
552263,08/01/2025,13/01/2025,DE,4455,Negative,Skoda,Enyaq,NULL,Not an Owner,5,144756,Negative,Overall Disappointment with the Brand
552298,03/01/2025,06/01/2025,CH,63,Neutral,Skoda,Enyaq,NULL,Owner,5,144770,Neutral,Product Concern/Query
551935,26/12/2024,30/12/2024,DE,4455,Neutral,Skoda,Enyaq,NULL,Showing Interest,5,144462,Negative,Charging Experience
551962,27/12/2024,30/12/2024,DE,316,Negative,Skoda,Enyaq,NULL,Pre-Ownership,5,144569,Negative,Communication From Brand
551978,09/01/2025,13/01/2025,DE,657,Negative,Skoda,Enyaq,NULL,Pre-Ownership,5,144597,Neutral,Charging Experience
552040,10/01/2025,13/01/2025,DE,154,Neutral,Skoda,Enyaq,NULL,Owner,5,144641,Neutral,Product Concern/Query
711477,03/01/2025,06/01/2025,IT,301040,Positive,Tesla,Model 3,RWD LR,Showing Interest,18,224613,Neutral,Test Drive
551902,10/01/2025,13/01/2025,DE,154,Neutral,Skoda,Enyaq,,Owner,5,144358,Negative,Connectivity (OEM Apps)
552219,17/12/2024,23/12/2024,DE,261,Neutral,Skoda,Enyaq,,Owner,5,144745,Positive,Handling/Driving Experience
637300,04/11/2024,11/11/2024,UNSURE,17747,,Tesla,Model Y,,Showing Interest,17,153976,Neutral,Quality
516146,07/01/2025,13/01/2025,NL,173395,Neutral,Tesla,Model Y,,Showing Interest,17,102455,Neutral,Product Concern/Query
549694,10/01/2025,13/01/2025,UNSURE,194483,Positive,Tesla,Model 3,,Showing Interest,18,102571,Positive,Overall Satisfaction With the Car
549694,10/01/2025,13/01/2025,UNSURE,194483,Positive,Tesla,Model Y,,Not an Owner,17,102570,Positive,Overall Satisfaction With the Car
550760,07/01/2025,13/01/2025,US,2161,Negative,Tesla,Model 3,,Owner,18,102805,Negative,Switching to Another Brand
550760,07/01/2025,13/01/2025,US,2161,Negative,Tesla,Model 3,,Owner,18,102806,Negative,Autonomy/Range
550760,07/01/2025,13/01/2025,US,2161,Negative,Tesla,Model 3,,Owner,18,102804,Negative,Overall Disappointment with the Brand
551263,10/01/2025,13/01/2025,IT,196085,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,103546,Positive,Overall Satisfaction With the Car
552041,14/12/2024,16/12/2024,DE,4471,Positive,Skoda,Enyaq,NULL,Owner,5,144623,Neutral,OTA Update
552097,02/12/2024,09/12/2024,CH,458,Neutral,Skoda,Enyaq,NULL,Owner,5,144529,Negative,OEM Apps
552097,02/12/2024,09/12/2024,CH,458,Neutral,Skoda,Enyaq,NULL,Owner,5,144530,Negative,Product Concern/Query
552105,03/12/2024,09/12/2024,DE,4527,Neutral,Skoda,Enyaq,NULL,Owner,5,144545,Neutral,Battery
552115,03/01/2025,06/01/2025,DE,261,Neutral,Skoda,Enyaq,NULL,Owner,5,144548,Neutral,Charging Experience
552230,15/12/2024,16/12/2024,CH,647,Neutral,Skoda,Enyaq,NULL,Owner,5,144677,Negative,Overall Disappointment with the Brand
552250,09/01/2025,13/01/2025,DE,4548,Neutral,Skoda,Enyaq,NULL,Not an Owner,5,144840,Neutral,Exterior Design
552239,09/12/2024,16/12/2024,DE,4489,Neutral,Skoda,Enyaq,NULL,Not an Owner,5,145136,Neutral,Communication With Dealer
510114,01/01/2025,06/01/2025,DE,172946,Neutral,Skoda,Enyaq,,Showing Interest,5,108588,Neutral,Quality
510114,01/01/2025,06/01/2025,DE,172946,Neutral,Skoda,Enyaq,,Showing Interest,5,108589,Neutral,Equipment/Specifications
544906,09/01/2025,13/01/2025,UNSURE,148,Positive,Skoda,Enyaq,Coupé Sportline,Not an Owner,5,108960,Positive,Overall Satisfaction With the Car
551361,10/01/2025,13/01/2025,UNSURE,196160,Neutral,Tesla,Model 3,,Not an Owner,18,109001,Neutral,Battery
526113,08/01/2025,13/01/2025,IT,184927,Negative,Tesla,Model Y,Long Range,Not an Owner,17,110546,Negative,Autonomy/Range
526133,08/01/2025,13/01/2025,IT,184925,Neutral,Tesla,Model Y,long range,Not an Owner,17,110399,Positive,Autonomy/Range
526133,08/01/2025,13/01/2025,IT,184925,Neutral,Tesla,Model Y,long range,Not an Owner,17,110400,Negative,Quality
552248,09/01/2025,13/01/2025,DE,196651,Positive,Skoda,Enyaq,NULL,Pre-Ownership,5,144822,Positive,Exterior Design
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107223,Positive,Quality
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107224,Positive,Autonomy/Range
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107225,Positive,Interior Design
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107226,Positive,Exterior Design
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107227,Positive,Equipment/Specifications
545135,08/01/2025,13/01/2025,DE,67,Positive,Skoda,Enyaq,,Showing Interest,5,107228,Positive,Driving Technologies
551347,10/01/2025,13/01/2025,UNSURE,196148,Positive,Tesla,Model Y,,Not an Owner,17,107445,Neutral,Overall Satisfaction With the Car
551263,10/01/2025,13/01/2025,IT,196085,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,103547,Negative,Price
524529,07/01/2025,13/01/2025,FR,184855,Neutral,Tesla,Model Y,nan,Showing Interest,17,104230,Neutral,Test Drive
524576,07/01/2025,13/01/2025,FR,184737,Negative,Tesla,Model 3,,Not an Owner,18,109467,Negative,Overall Disappointment with the Brand
524576,07/01/2025,13/01/2025,FR,184737,Negative,Tesla,Model Y,,Showing Interest,17,109466,Negative,Overall Disappointment with the Brand
551517,10/01/2025,13/01/2025,KR,196278,Positive,Tesla,Model 3,,Owner,18,110957,Positive,Overall Satisfaction With the Car
548373,10/01/2025,13/01/2025,UNSURE,194091,Positive,Tesla,Model Y,,Owner,17,106558,Positive,Overall Satisfaction With the Car
548373,10/01/2025,13/01/2025,UNSURE,194091,Positive,Tesla,Model Y,,Owner,17,106559,Neutral,Test Drive
549377,07/01/2025,13/01/2025,UNSURE,193720,Neutral,Tesla,Model 3,,Not an Owner,18,106800,Neutral,Overall Satisfaction With the Car
551372,10/01/2025,13/01/2025,UNSURE,196169,Negative,Tesla,Model 3,,Not an Owner,18,107005,Negative,Quality
551621,10/01/2025,13/01/2025,KR,196344,Neutral,Tesla,Model Y,LAUNCH,Showing Interest,17,111841,Positive,Overall Satisfaction With the Car
551517,10/01/2025,13/01/2025,KR,196278,Positive,Tesla,Model Y,,Owner,17,110956,Positive,Overall Satisfaction With the Car
522403,09/01/2025,13/01/2025,DE,182501,Neutral,Tesla,Model Y,,Showing Interest,17,105883,Neutral,Equipment/Specifications
522403,09/01/2025,13/01/2025,DE,182501,Neutral,Tesla,Model Y,,Showing Interest,17,105884,Neutral,Quality
545135,08/01/2025,13/01/2025,DE,67,Positive,Tesla,Model Y,,Not an Owner,17,107166,Neutral,Quality
545135,08/01/2025,13/01/2025,DE,67,Positive,Tesla,Model Y,,Not an Owner,17,107167,Neutral,Autonomy/Range
545135,08/01/2025,13/01/2025,DE,67,Positive,Tesla,Model Y,,Not an Owner,17,107168,Neutral,Interior Design
545135,08/01/2025,13/01/2025,DE,67,Positive,Tesla,Model Y,,Not an Owner,17,107169,Neutral,Exterior Design
545135,08/01/2025,13/01/2025,DE,67,Positive,Tesla,Model Y,,Not an Owner,17,107170,Neutral,Charging Infrastructure
507437,07/01/2025,13/01/2025,NL,176398,Neutral,Skoda,Enyaq,,Not an Owner,5,111267,Positive,Overall Satisfaction With the Car
533676,10/01/2025,13/01/2025,FR,187286,Positive,Tesla,Model Y,nan,Showing Interest,17,113230,Positive,Product Concern/Query
533799,09/01/2025,13/01/2025,FR,187358,Negative,Tesla,Model Y,nan,Owner,17,113294,Negative,Switching to Another Brand
544879,09/01/2025,13/01/2025,UNSURE,191573,Positive,Skoda,Enyaq,,Not an Owner,5,111481,Neutral,Product Concern/Query
