id,post_date,reporting_date,country_code,author_id,overall_sentiment,brand,model,variant,ownership_status,vehicle_id,id-3,feedback_sentiment,feedback_subcategory
894842,16/01/2025,20/01/2025,ES,299539,Positive,Tesla,Model 3,Legacy,Pre-Ownership,18,358078,Positive,Quality
894842,16/01/2025,20/01/2025,ES,299539,Positive,Tesla,Model 3,Legacy,Pre-Ownership,18,358079,Positive,Interior Design
507019,03/01/2025,06/01/2025,DE,173756,Neutral,Skoda,Enyaq,nan,Owner,5,90204,Positive,Connectivity (OEM Apps)
507066,04/01/2025,06/01/2025,DE,173776,Negative,Skoda,Enyaq,nan,Owner,5,90251,Negative,OEM Apps
507067,03/01/2025,06/01/2025,NL,52,Positive,Skoda,Enyaq,nan,Owner,5,90253,Positive,Autonomy/Range
619769,08/01/2025,13/01/2025,UK,264594,Neutral,Skoda,Enyaq,nan,Owner,5,209168,Negative,Quality
619769,08/01/2025,13/01/2025,UK,264594,Neutral,Skoda,Enyaq,nan,Owner,5,209167,Neutral,Charging Experience
727088,13/01/2025,20/01/2025,DE,302109,Neutral,Skoda,Enyaq,nan,Owner,5,286060,Positive,Charging Experience
814690,13/01/2025,20/01/2025,DE,173778,Neutral,Tesla,Model 3,nan,Owner,18,329721,Positive,Quality
814690,13/01/2025,20/01/2025,DE,173778,Neutral,Tesla,Model 3,nan,Owner,18,329719,Positive,Overall Satisfaction With the Car
814690,13/01/2025,20/01/2025,DE,173778,Neutral,Tesla,Model 3,nan,Owner,18,329720,Positive,Handling/Driving Experience
511318,06/01/2025,13/01/2025,ES,177574,Neutral,Tesla,Model 3,LR RWD,Owner,18,129288,Neutral,Autonomy/Range
533990,09/01/2025,13/01/2025,FR,187381,Positive,Tesla,Model 3,Long Range,Owner,18,113325,Positive,Driving Technologies
533842,09/01/2025,13/01/2025,FR,187376,Neutral,Tesla,Model 3,nan,Owner,18,113341,Negative,Quality
507067,03/01/2025,06/01/2025,NL,52,Positive,Skoda,Enyaq,nan,Owner,5,90252,Positive,Overall Satisfaction With the Car
507126,04/01/2025,06/01/2025,DE,4461,Positive,Skoda,Enyaq,nan,Owner,5,90311,Positive,Quality
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204539,Negative,Handling/Driving Experience
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204540,Negative,Electric Driving Experience
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204541,Negative,Product Concern/Query
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204542,Negative,Equipment/Specifications
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204543,Negative,Safety & Security
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204544,Negative,Infotainment
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204545,Negative,Charging Experience
1873535,15/03/2025,17/03/2025,DE,337904,Negative,Tesla,Model Y,nan,Showing Interest,17,1204538,Negative,Test Drive
1864972,11/03/2025,17/03/2025,NL,181520,Negative,Tesla,Model Y,nan,Owner,17,1235412,Negative,Price
1911446,10/03/2025,17/03/2025,FR,454942,Neutral,Tesla,Model Y,nan,Owner,17,1238105,Neutral,Battery
1909729,12/03/2025,17/03/2025,FR,765152,Negative,Tesla,Model Y,LR,Owner,17,1189414,Negative,Tyres
507127,03/01/2025,06/01/2025,DE,4466,Negative,Skoda,Enyaq,nan,Owner,5,90312,Negative,Communication From Brand
507129,02/01/2025,06/01/2025,DE,657,Positive,Skoda,Enyaq,nan,Owner,5,90314,Positive,Charging Experience
507130,02/01/2025,06/01/2025,DE,4473,Positive,Skoda,Enyaq,nan,Owner,5,90315,Positive,Charging Experience
507132,02/01/2025,06/01/2025,DE,4538,Neutral,Skoda,Enyaq,nan,Owner,5,90317,Negative,Charging Experience
507136,03/01/2025,06/01/2025,DE,4571,Neutral,Skoda,Enyaq,iV80,Owner,5,90321,Neutral,Product Concern/Query
507137,03/01/2025,06/01/2025,DE,4572,Negative,Skoda,Enyaq,nan,Owner,5,90322,Negative,Product Concern/Query
507137,03/01/2025,06/01/2025,DE,4572,Negative,Skoda,Enyaq,nan,Owner,5,90323,Negative,Safety & Security
507139,01/01/2025,06/01/2025,DE,4551,Neutral,Skoda,Enyaq,nan,Owner,5,90324,Negative,Infotainment
534758,06/01/2025,13/01/2025,FR,187459,Positive,Tesla,Model 3,Long Range,Owner,18,102991,Neutral,Switching to Another Brand
533842,09/01/2025,13/01/2025,FR,187376,Neutral,Tesla,Model 3,nan,Owner,18,113340,Positive,Autonomy/Range
534474,07/01/2025,13/01/2025,FR,187492,Negative,Tesla,Model 3,Performance,Owner,18,113811,Negative,Product Concern/Query
534474,07/01/2025,13/01/2025,FR,187492,Negative,Tesla,Model 3,Performance,Owner,18,230956,Negative,Driving Technologies
534474,07/01/2025,13/01/2025,FR,187492,Negative,Tesla,Model 3,Performance,Owner,18,113812,Negative,Customer Care
727125,15/01/2025,20/01/2025,DE,196636,Negative,Skoda,Enyaq,nan,Owner,5,236894,Neutral,Equipment/Specifications
896092,13/01/2025,20/01/2025,ES,176508,Neutral,Tesla,Model 3,nan,Showing Interest,18,355696,Positive,Handling/Driving Experience
531585,08/01/2025,13/01/2025,UK,186662,Positive,Skoda,Enyaq,VRS,Showing Interest,5,112568,Positive,Price
531585,08/01/2025,13/01/2025,UK,186662,Positive,Skoda,Enyaq,VRS,Showing Interest,5,112569,Positive,Communication With Dealer
534758,06/01/2025,13/01/2025,FR,187459,Positive,Tesla,Model 3,Long Range,Owner,18,102990,Neutral,Overall Satisfaction With the Car
551337,10/01/2025,13/01/2025,NL,196139,Positive,Tesla,Model 3,nan,Owner,18,103440,Positive,Overall Satisfaction With the Car
1873160,15/03/2025,17/03/2025,DE,337689,Negative,Tesla,Model Y,VFL,Owner,17,1200938,Negative,OTA Update
522650,09/01/2025,13/01/2025,DE,183945,Neutral,Tesla,Model Y,nan,Owner,17,104162,Positive,Overall Satisfaction With the Car
533460,06/01/2025,13/01/2025,DE,187000,Neutral,Tesla,Model 3,nan,Owner,18,230957,Negative,Overall Disappointment with the Brand
533460,06/01/2025,13/01/2025,DE,187000,Neutral,Tesla,Model 3,nan,Owner,18,104604,Positive,Overall Satisfaction With the Car
516305,10/01/2025,13/01/2025,FR,1959,Positive,Tesla,Model Y,,Showing Interest,17,109121,Positive,Overall Satisfaction With the Car
516305,10/01/2025,13/01/2025,FR,1959,Positive,Tesla,Model Y,,Showing Interest,17,109122,Neutral,Exterior Design
516305,10/01/2025,13/01/2025,FR,1959,Positive,Tesla,Model Y,,Showing Interest,17,109123,Positive,Interior Design
516305,10/01/2025,13/01/2025,FR,1959,Positive,Tesla,Model Y,,Showing Interest,17,109124,Positive,Quality
516305,10/01/2025,13/01/2025,FR,1959,Positive,Tesla,Model Y,,Showing Interest,17,109125,Neutral,Product Concern/Query
508333,06/01/2025,13/01/2025,UK,176672,Negative,Tesla,Model 3,nan,Owner,18,109482,Negative,Interior Design
508333,06/01/2025,13/01/2025,UK,176672,Negative,Tesla,Model Y,,Not an Owner,17,109481,Negative,Product Concern/Query
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105106,Positive,Quality
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105107,Positive,Autonomy/Range
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105108,Positive,Equipment/Specifications
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105109,Positive,Interior Design
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105110,Positive,Charging Infrastructure
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Tesla,Model Y,LR RWD,Not an Owner,17,105111,Positive,Overall Satisfaction With the Car
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105096,Neutral,Equipment/Specifications
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105098,Neutral,Safety & Security
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105099,Neutral,Charging Experience
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105094,Neutral,Autonomy/Range
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105095,Neutral,Quality
534297,07/01/2025,13/01/2025,FR,187309,Neutral,Tesla,Model 3,nan,Owner,18,113610,Neutral,Product Concern/Query
534297,07/01/2025,13/01/2025,FR,187309,Neutral,Tesla,Model 3,nan,Owner,18,113609,Neutral,Quality
534385,07/01/2025,13/01/2025,FR,187502,Negative,Tesla,Model Y,Propulsion,Owner,17,113615,Positive,Resale Value
551394,10/01/2025,13/01/2025,DE,196184,Positive,Tesla,Model 3,nan,Owner,18,112834,Positive,Overall Satisfaction With the Car
532584,10/01/2025,13/01/2025,DE,173767,Neutral,Skoda,Enyaq,nan,Owner,5,107272,Neutral,Charging Experience
533113,07/01/2025,13/01/2025,DE,186972,Negative,Tesla,Model Y,,Not an Owner,17,107887,Negative,Overall Disappointment with the Brand
533113,07/01/2025,13/01/2025,DE,186972,Negative,Tesla,Model Y,,Not an Owner,17,107888,Negative,Switching to Another Brand
533113,07/01/2025,13/01/2025,DE,186972,Negative,Tesla,Model 3,nan,Owner,18,107886,Negative,Overall Disappointment with the Brand
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107980,Positive,Quality
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107982,Neutral,Resale Value
534500,07/01/2025,13/01/2025,FR,187495,Positive,Skoda,Enyaq,,Owner,5,113846,Positive,Overall Satisfaction With the Car
544833,10/01/2025,13/01/2025,ES,176508,Neutral,Skoda,Enyaq,nan,Showing Interest,5,105097,Neutral,Handling/Driving Experience
551549,10/01/2025,13/01/2025,DE,196157,Negative,Tesla,Model Y,nan,Owner,17,110162,Negative,Autonomy/Range
551549,10/01/2025,13/01/2025,DE,196157,Negative,Tesla,Model Y,nan,Owner,17,110163,Negative,Handling/Driving Experience
551549,10/01/2025,13/01/2025,DE,196157,Negative,Tesla,Model Y,nan,Owner,17,110164,Negative,Equipment/Specifications
551549,10/01/2025,13/01/2025,DE,196157,Negative,Tesla,Model Y,nan,Owner,17,110161,Negative,Quality
551549,10/01/2025,13/01/2025,DE,196157,Negative,Tesla,Model Y,nan,Owner,17,110165,Negative,Overall Disappointment with the Brand
544932,09/01/2025,13/01/2025,UK,90,Positive,Skoda,Enyaq,nan,Owner,5,105754,Positive,Autonomy/Range
544983,08/01/2025,13/01/2025,UK,191657,Positive,Skoda,Enyaq,nan,Owner,5,106194,Neutral,Autonomy/Range
544983,08/01/2025,13/01/2025,UK,191657,Positive,Skoda,Enyaq,nan,Owner,5,106195,Positive,Overall Satisfaction With the Car
534500,07/01/2025,13/01/2025,FR,187495,Positive,Skoda,Enyaq,,Owner,5,113847,Negative,Charging Experience
534500,07/01/2025,13/01/2025,FR,187495,Positive,Skoda,Enyaq,,Owner,5,113848,Negative,Charging Infrastructure
534500,07/01/2025,13/01/2025,FR,187495,Positive,Skoda,Enyaq,,Owner,5,113849,Neutral,Test Drive
534513,07/01/2025,13/01/2025,FR,187275,Negative,Tesla,Model Y,nan,Not an Owner,17,113866,Negative,Quality
534513,07/01/2025,13/01/2025,FR,187275,Negative,Tesla,Model Y,nan,Not an Owner,17,113865,Negative,Overall Disappointment with the Brand
534513,07/01/2025,13/01/2025,FR,187275,Negative,Tesla,Model 3,nan,Owner,18,113864,Negative,Overall Disappointment with the Brand
534723,06/01/2025,13/01/2025,FR,735,Negative,Tesla,Model 3,nan,Owner,18,114232,Negative,Autonomy/Range
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107977,Neutral,Overall Satisfaction With the Car
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107978,Negative,Customer Care
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107979,Positive,Autonomy/Range
533165,07/01/2025,13/01/2025,DE,186972,Neutral,Tesla,Model 3,nan,Owner,18,107981,Negative,Overall Disappointment with the Brand
516114,07/01/2025,13/01/2025,NL,173374,Neutral,Tesla,Model 3,nan,Pre-Ownership,18,108048,Neutral,Order Status
533628,10/01/2025,13/01/2025,FR,187283,Positive,Tesla,Model 3,nan,Owner,18,113213,Neutral,Product Concern/Query
534210,08/01/2025,13/01/2025,FR,187389,Positive,Tesla,Model 3,Grande Autonomie,Owner,18,113520,Negative,Switching to Another Brand
534268,08/01/2025,13/01/2025,FR,187399,Neutral,Tesla,Model 3,nan,Owner,18,113575,Neutral,Product Concern/Query
534723,06/01/2025,13/01/2025,FR,735,Negative,Tesla,Model 3,nan,Owner,18,114233,Negative,Quality
534723,06/01/2025,13/01/2025,FR,735,Negative,Tesla,Model 3,nan,Owner,18,114235,Positive,Overall Satisfaction With the Car
534723,06/01/2025,13/01/2025,FR,735,Negative,Tesla,Model 3,nan,Owner,18,114234,Negative,Overall Disappointment with the Brand
534781,06/01/2025,13/01/2025,FR,187582,Positive,Tesla,Model 3,nan,Owner,18,114043,Negative,Interior Design
533187,07/01/2025,13/01/2025,DE,187129,Negative,Tesla,Model 3,nan,Owner,18,115336,Positive,Overall Satisfaction With the Car
534297,07/01/2025,13/01/2025,FR,187309,Neutral,Tesla,Model Y,nan,Owner,17,113611,Positive,Product Concern/Query
551249,10/01/2025,13/01/2025,DE,196072,Negative,Tesla,Model Y,nan,Owner,17,122415,Neutral,Autonomy/Range
551249,10/01/2025,13/01/2025,DE,196072,Negative,Tesla,Model Y,nan,Owner,17,122416,Negative,Switching to Another Brand
551249,10/01/2025,13/01/2025,DE,196072,Negative,Tesla,Model Y,nan,Owner,17,122414,Negative,Overall Disappointment with the Brand
551291,10/01/2025,13/01/2025,UK,196102,Negative,Tesla,Model 3,RWD+,Owner,18,122419,Negative,Price
551291,10/01/2025,13/01/2025,UK,196102,Negative,Tesla,Model 3,RWD+,Owner,18,122418,Negative,Switching to Another Brand
551291,10/01/2025,13/01/2025,UK,196102,Negative,Tesla,Model 3,RWD+,Owner,18,122420,Negative,Resale Value
551291,10/01/2025,13/01/2025,UK,196102,Negative,Tesla,Model Y,nan,Showing Interest,17,122417,Negative,Overall Disappointment with the Brand
530835,10/01/2025,13/01/2025,UK,185767,Positive,Skoda,Enyaq,nan,Owner,5,111937,Positive,Autonomy/Range
531585,08/01/2025,13/01/2025,UK,186662,Positive,Skoda,Enyaq,L&K,Pre-Ownership,5,112570,Positive,Price
531585,08/01/2025,13/01/2025,UK,186662,Positive,Skoda,Enyaq,L&K,Pre-Ownership,5,112571,Positive,Communication With Dealer
516495,08/01/2025,13/01/2025,NL,173549,Positive,Tesla,Model 3,nan,Owner,18,115181,Neutral,Handling/Driving Experience
551404,10/01/2025,13/01/2025,DE,196191,Negative,Tesla,Model 3,SR,Owner,18,115557,Negative,Product Concern/Query
551404,10/01/2025,13/01/2025,DE,196191,Negative,Tesla,Model 3,SR,Owner,18,115556,Negative,Autonomy/Range
534080,08/01/2025,13/01/2025,FR,187424,Positive,Skoda,Enyaq,80,Owner,5,125265,Positive,Overall Satisfaction With the Car
542013,09/01/2025,13/01/2025,UK,190857,Positive,Tesla,Model Y,nan,Owner,17,116163,Neutral,Autonomy/Range
533187,07/01/2025,13/01/2025,DE,187129,Negative,Tesla,Model 3,nan,Owner,18,115337,Positive,Quality
533187,07/01/2025,13/01/2025,DE,187129,Negative,Tesla,Model 3,nan,Owner,18,115338,Positive,Customer Care
533187,07/01/2025,13/01/2025,DE,187129,Negative,Tesla,Model 3,nan,Owner,18,115339,Negative,Overall Disappointment with the Brand
516126,10/01/2025,13/01/2025,NL,173382,Positive,Tesla,Model 3,Long Range RWD,Pre-Ownership,18,126665,Positive,Delivery Timings
507731,10/01/2025,13/01/2025,ES,176539,Negative,Tesla,Model Y,nan,Owner,17,126851,Positive,Interior Design
551464,10/01/2025,13/01/2025,NO,423,Neutral,Tesla,Model 3,nan,Owner,18,134704,Negative,Interior Design
542013,09/01/2025,13/01/2025,UK,190857,Positive,Tesla,Model Y,nan,Owner,17,116164,Positive,Handling/Driving Experience
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145185,Positive,Overall Satisfaction With the Car
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145187,Positive,Quality
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145188,Positive,Electric Driving Experience
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145189,Positive,Infotainment
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145190,Negative,Product Concern/Query
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145191,Negative,Equipment/Specifications
534828,06/01/2025,13/01/2025,FR,187461,Positive,Tesla,Model Y,Long Range AWD,Owner,17,145186,Positive,Handling/Driving Experience
551444,10/01/2025,13/01/2025,DE,196225,Neutral,Tesla,Model 3,nan,Owner,18,117319,Positive,Overall Satisfaction With the Car
534562,06/01/2025,13/01/2025,FR,187478,Negative,Tesla,Model 3,nan,Owner,18,118432,Negative,Overall Disappointment with the Brand
551462,10/01/2025,13/01/2025,NO,191521,Neutral,Tesla,Model 3,,Showing Interest,18,119707,Neutral,Test Drive
551464,10/01/2025,13/01/2025,NO,423,Neutral,Tesla,Model 3,nan,Owner,18,134705,Neutral,Accessories
510113,01/01/2025,06/01/2025,DE,21,Negative,Skoda,Enyaq,IV80x,Owner,5,127054,Negative,Charging Experience
510113,01/01/2025,06/01/2025,DE,21,Negative,Skoda,Enyaq,IV80x,Owner,5,127055,Negative,Autonomy/Range
510657,03/01/2025,06/01/2025,ES,177502,Positive,Tesla,Model Y,nan,Owner,17,127223,Positive,Autonomy/Range
511661,09/01/2025,13/01/2025,ES,177738,Positive,Tesla,Model 3,nan,Owner,18,123373,Positive,Overall Satisfaction With the Car
507421,02/01/2025,06/01/2025,NL,176398,Negative,Skoda,Enyaq,nan,Owner,5,124210,Negative,Aftersales (Dealer)
507394,09/01/2025,13/01/2025,NL,176400,Positive,Skoda,Enyaq,nan,Owner,5,129064,Neutral,Test Drive
507432,02/01/2025,06/01/2025,NL,176376,Neutral,Skoda,Enyaq,nan,Owner,5,129091,Neutral,Product Concern/Query
507434,02/01/2025,06/01/2025,NL,176414,Neutral,Skoda,Enyaq,nan,Owner,5,140148,Neutral,Quality
507436,07/01/2025,13/01/2025,NL,176415,Negative,Skoda,Enyaq,nan,Owner,5,129096,Negative,Product Concern/Query
511220,07/01/2025,13/01/2025,ES,176491,Positive,Tesla,Model Y,nan,Owner,17,140200,Positive,Overall Satisfaction With the Car
533719,10/01/2025,13/01/2025,FR,187322,Neutral,Tesla,Model 3,nan,Owner,18,130128,Negative,Product Concern/Query
532935,08/01/2025,13/01/2025,DE,186972,Positive,Tesla,Model 3,nan,Owner,18,127954,Positive,Handling/Driving Experience
551462,10/01/2025,13/01/2025,NO,191521,Neutral,Tesla,Model 3,,Showing Interest,18,119708,Neutral,Quality
551462,10/01/2025,13/01/2025,NO,191521,Neutral,Tesla,Model 3,,Showing Interest,18,119709,Neutral,Autonomy/Range
551462,10/01/2025,13/01/2025,NO,191521,Neutral,Tesla,Model 3,,Showing Interest,18,119710,Neutral,Equipment/Specifications
551462,10/01/2025,13/01/2025,NO,191521,Neutral,Tesla,Model 3,,Showing Interest,18,119711,Neutral,Interior Design
521749,09/01/2025,13/01/2025,DE,184103,Neutral,Tesla,Model 3,nan,Owner,18,131405,Positive,Exterior Design
522341,09/01/2025,13/01/2025,DE,184361,Positive,Tesla,Model Y,nan,Owner,17,145287,Negative,Quality
551546,10/01/2025,13/01/2025,ES,188647,Positive,Tesla,Model 3,Performance,Owner,18,132693,Negative,Interior Design
551546,10/01/2025,13/01/2025,ES,188647,Positive,Tesla,Model 3,Performance,Owner,18,132692,Positive,Overall Satisfaction With the Car
518634,10/01/2025,13/01/2025,DE,182595,Positive,Tesla,Model Y,nan,Pre-Ownership,17,132813,Neutral,Order Status
518634,10/01/2025,13/01/2025,DE,182595,Positive,Tesla,Model Y,nan,Pre-Ownership,17,132814,Positive,Price
532935,08/01/2025,13/01/2025,DE,186972,Positive,Tesla,Model 3,nan,Owner,18,127955,Neutral,Equipment/Specifications
532935,08/01/2025,13/01/2025,DE,186972,Positive,Tesla,Model 3,nan,Owner,18,127953,Positive,Overall Satisfaction With the Car
533257,07/01/2025,13/01/2025,DE,186972,Negative,Tesla,Model 3,nan,Owner,18,230953,Positive,Overall Satisfaction With the Car
533257,07/01/2025,13/01/2025,DE,186972,Negative,Tesla,Model 3,nan,Owner,18,127968,Negative,Overall Disappointment with the Brand
511817,04/01/2025,06/01/2025,ES,177603,Negative,Tesla,Model 3,nan,Owner,18,128228,Negative,Communication From Brand
507595,06/01/2025,13/01/2025,ES,176499,Negative,Tesla,Model Y,nan,Pre-Ownership,17,130205,Neutral,Test Drive
507649,07/01/2025,13/01/2025,ES,176493,Neutral,Tesla,Model 3,nan,Pre-Ownership,18,142168,Neutral,Order Status
507649,07/01/2025,13/01/2025,ES,176493,Neutral,Tesla,Model Y,,Showing Interest,17,141911,Neutral,Order Status
507649,07/01/2025,13/01/2025,ES,176493,Neutral,Tesla,Model Y,,Showing Interest,17,141912,Neutral,Communication From Brand
516431,06/01/2025,13/01/2025,NL,173514,Positive,Skoda,Enyaq,nan,Owner,5,134883,Positive,Overall Satisfaction With the Car
516431,06/01/2025,13/01/2025,NL,173514,Positive,Tesla,Model Y,nan,Showing Interest,17,134881,Neutral,Handling/Driving Experience
516431,06/01/2025,13/01/2025,NL,173514,Positive,Tesla,Model Y,nan,Showing Interest,17,134880,Negative,Interior Design
551543,10/01/2025,13/01/2025,DE,196294,Negative,Tesla,Model 3,nan,Owner,18,99720,Negative,Switching to Another Brand
518634,10/01/2025,13/01/2025,DE,182595,Positive,Tesla,Model Y,nan,Pre-Ownership,17,132812,Positive,Exterior Design
524051,08/01/2025,13/01/2025,FR,184740,Neutral,Tesla,Model 3,nan,Owner,18,132828,Neutral,Product Concern/Query
524051,08/01/2025,13/01/2025,FR,184740,Neutral,Tesla,Model 3,nan,Owner,18,132826,Neutral,Handling/Driving Experience
524051,08/01/2025,13/01/2025,FR,184740,Neutral,Tesla,Model 3,nan,Owner,18,132827,Neutral,Quality
551380,10/01/2025,13/01/2025,IT,196177,Positive,Tesla,Model 3,nan,Owner,18,99201,Positive,Overall Satisfaction With the Car
551371,10/01/2025,13/01/2025,DE,196168,Negative,Tesla,Model 3,nan,Owner,18,133215,Negative,Overall Disappointment with the Brand
551371,10/01/2025,13/01/2025,DE,196168,Negative,Tesla,Model 3,nan,Owner,18,133214,Negative,Communication From Brand
551371,10/01/2025,13/01/2025,DE,196168,Negative,Tesla,Model 3,nan,Owner,18,133216,Negative,Switching to Another Brand
511817,04/01/2025,06/01/2025,ES,177603,Negative,Tesla,Model 3,nan,Owner,18,128227,Negative,Product Concern/Query
511817,04/01/2025,06/01/2025,ES,177603,Negative,Tesla,Model 3,nan,Owner,18,128226,Neutral,Handling/Driving Experience
511817,04/01/2025,06/01/2025,ES,177603,Negative,Tesla,Model 3,nan,Owner,18,128229,Negative,Switching to Another Brand
516424,06/01/2025,13/01/2025,NL,329,Positive,Skoda,Enyaq,nan,Pre-Ownership,5,137191,Neutral,Order Status
544816,10/01/2025,13/01/2025,UK,191518,Positive,Skoda,Enyaq,vRS,Owner,5,137246,Positive,Handling/Driving Experience
544816,10/01/2025,13/01/2025,UK,191518,Positive,Skoda,Enyaq,vRS,Owner,5,137247,Positive,Overall Satisfaction With the Car
544832,10/01/2025,13/01/2025,NO,12,Neutral,Tesla,Model Y,nan,Showing Interest,17,137301,Positive,Autonomy/Range
544832,10/01/2025,13/01/2025,NO,12,Neutral,Tesla,Model Y,nan,Showing Interest,17,137302,Positive,Quality
544832,10/01/2025,13/01/2025,NO,12,Neutral,Tesla,Model Y,nan,Showing Interest,17,137300,Negative,Price
544832,10/01/2025,13/01/2025,NO,12,Neutral,Tesla,Model Y,nan,Showing Interest,17,137303,Positive,OTA Update
544832,10/01/2025,13/01/2025,NO,12,Neutral,Tesla,Model Y,nan,Showing Interest,17,137299,Negative,Resale Value
551371,10/01/2025,13/01/2025,DE,196168,Negative,Tesla,Model 3,nan,Owner,18,133213,Negative,Product Concern/Query
530313,10/01/2025,13/01/2025,UK,186013,Neutral,Tesla,Model 3,Long range,Owner,18,133441,Neutral,Autonomy/Range
530313,10/01/2025,13/01/2025,UK,186013,Neutral,Tesla,Model 3,Long range,Owner,18,133442,Negative,Charging Experience
516456,08/01/2025,13/01/2025,NL,173519,Neutral,Skoda,Enyaq,Sportline,Pre-Ownership,5,133284,Neutral,Delivery Timings
516461,09/01/2025,13/01/2025,NL,2551,Neutral,Skoda,Enyaq,60,Showing Interest,5,133636,Neutral,Price
516136,06/01/2025,13/01/2025,NL,173375,Neutral,Tesla,Model 3,RWD,Pre-Ownership,18,134041,Negative,Delivery Timings
545027,08/01/2025,13/01/2025,UK,191698,Negative,Tesla,Model Y,nan,Owner,17,137558,Negative,Switching to Another Brand
545027,08/01/2025,13/01/2025,UK,191698,Negative,Tesla,Model Y,nan,Owner,17,137556,Negative,Overall Disappointment with the Brand
544832,10/01/2025,13/01/2025,NO,12,Neutral,Skoda,Enyaq,,Showing Interest,5,137290,Negative,Overall Disappointment with the Brand
544832,10/01/2025,13/01/2025,NO,12,Neutral,Skoda,Enyaq,,Showing Interest,5,137291,Negative,Quality
544832,10/01/2025,13/01/2025,NO,12,Neutral,Skoda,Enyaq,,Showing Interest,5,137292,Positive,OTA Update
544891,09/01/2025,13/01/2025,UK,191583,Negative,Skoda,Enyaq,nan,Owner,5,137437,Positive,Quality
544891,09/01/2025,13/01/2025,UK,191583,Negative,Skoda,Enyaq,nan,Owner,5,137438,Positive,Overall Satisfaction With the Car
545011,08/01/2025,13/01/2025,UK,191682,Neutral,Tesla,Model Y,nan,Owner,17,137541,Negative,Product Concern/Query
545027,08/01/2025,13/01/2025,UK,191698,Negative,Tesla,Model Y,nan,Owner,17,137557,Negative,Resale Value
545055,08/01/2025,13/01/2025,UK,191718,Neutral,Skoda,Enyaq,nan,Owner,5,137719,Negative,Product Concern/Query
545055,08/01/2025,13/01/2025,UK,191718,Neutral,Skoda,Enyaq,nan,Owner,5,137718,Positive,Overall Satisfaction With the Car
545055,08/01/2025,13/01/2025,UK,191718,Neutral,Skoda,Enyaq,nan,Owner,5,137720,Neutral,Switching to Another Brand
545174,07/01/2025,13/01/2025,DE,201,Neutral,Skoda,Enyaq,nan,Owner,5,138170,Negative,Electric Driving Experience
545174,07/01/2025,13/01/2025,DE,201,Neutral,Skoda,Enyaq,nan,Owner,5,138171,Neutral,Product Concern/Query
545186,07/01/2025,13/01/2025,DE,191717,Neutral,Skoda,Enyaq,nan,Showing Interest,5,138549,Neutral,Price
